"id","code","name","district_id:id"
"neighborhood_Téruel_Sabanillas_Acosta_SJ","15","Soledad","district_Sabanillas_Acosta_SJ"
"neighborhood_Tiquiritos_Sabanillas_Acosta_SJ","16","Téruel","district_Sabanillas_Acosta_SJ"
"neighborhood_Uruca_Sabanillas_Acosta_SJ","17","Tiquiritos","district_Sabanillas_Acosta_SJ"
"neighborhood_Zoncuano__Sabanillas_Acosta_SJ","18","Uruca","district_Sabanillas_Acosta_SJ"
"neighborhood_Acacias_San_Juan_Tibás_SJ","01","SAN JUAN centro","district_San_Juan_Tibás_SJ"
"neighborhood_Arboleda_San_Juan_Tibás_SJ","02","Acacias","district_San_Juan_Tibás_SJ"
"neighborhood_Asturias_San_Juan_Tibás_SJ","03","Arboleda","district_San_Juan_Tibás_SJ"
"neighborhood_Estudiantes_San_Juan_Tibás_SJ","04","Asturias","district_San_Juan_Tibás_SJ"
"neighborhood_Florida_San_Juan_Tibás_SJ","05","Estudiantes","district_San_Juan_Tibás_SJ"
"neighborhood_González_Truque_San_Juan_Tibás_SJ","06","Florida","district_San_Juan_Tibás_SJ"
"neighborhood_Jesús_Jiménez_Zamora_San_Juan_Tibás_SJ","07","González Truque","district_San_Juan_Tibás_SJ"
"neighborhood_Lindavista_San_Juan_Tibás_SJ","08","Jesús Jiménez Zamora","district_San_Juan_Tibás_SJ"
"neighborhood_Rosas_San_Juan_Tibás_SJ","09","Lindavista","district_San_Juan_Tibás_SJ"
"neighborhood_San_Jerónimo_San_Juan_Tibás_SJ","10","Rosas","district_San_Juan_Tibás_SJ"
"neighborhood_Santa_Eduvigis_San_Juan_Tibás_SJ","11","San Jerónimo","district_San_Juan_Tibás_SJ"
"neighborhood_Valle_San_Juan_Tibás_SJ","12","Santa Eduvigis","district_San_Juan_Tibás_SJ"
"neighborhood_Versalles_San_Juan_Tibás_SJ","13","Valle","district_San_Juan_Tibás_SJ"
"neighborhood_Villafranca_San_Juan_Tibás_SJ","14","Versalles","district_San_Juan_Tibás_SJ"
"neighborhood_Virginia__San_Juan_Tibás_SJ","15","Villafranca","district_San_Juan_Tibás_SJ"
"neighborhood_Bajo_Piuses_Cinco_Esquinas_Tibás_SJ","01","CINCO ESQUINAS centro","district_Cinco_Esquinas_Tibás_SJ"
"neighborhood_Copey_Cinco_Esquinas_Tibás_SJ","02","Bajo Piuses","district_Cinco_Esquinas_Tibás_SJ"
"neighborhood_Leiva_Urcuyo_Cinco_Esquinas_Tibás_SJ","03","Copey","district_Cinco_Esquinas_Tibás_SJ"
"neighborhood_Lilas_Cinco_Esquinas_Tibás_SJ","04","Leiva Urcuyo","district_Cinco_Esquinas_Tibás_SJ"
"neighborhood_Lomas_del_Pinar_Cinco_Esquinas_Tibás_SJ","05","Lilas","district_Cinco_Esquinas_Tibás_SJ"
"neighborhood_Montecarlo_Cinco_Esquinas_Tibás_SJ","06","Lomas del Pinar","district_Cinco_Esquinas_Tibás_SJ"
"neighborhood_Santa_Teresa__Cinco_Esquinas_Tibás_SJ","07","Montecarlo","district_Cinco_Esquinas_Tibás_SJ"
"neighborhood_Apolo_Anselmo_Llorente_Tibás_SJ","01","ANSELMO LLORENTE centro","district_Anselmo_Llorente_Tibás_SJ"
"neighborhood_Dalia_Anselmo_Llorente_Tibás_SJ","02","Apolo","district_Anselmo_Llorente_Tibás_SJ"
"neighborhood_Estancia_Anselmo_Llorente_Tibás_SJ","03","Dalia","district_Anselmo_Llorente_Tibás_SJ"
"neighborhood_Fletcher_Anselmo_Llorente_Tibás_SJ","04","Estancia","district_Anselmo_Llorente_Tibás_SJ"
"neighborhood_Franjo_Anselmo_Llorente_Tibás_SJ","05","Fletcher","district_Anselmo_Llorente_Tibás_SJ"
"neighborhood_Jardines_de_Tibás_Anselmo_Llorente_Tibás_SJ","06","Franjo","district_Anselmo_Llorente_Tibás_SJ"
"neighborhood_Jardines_La_Trinidad_Anselmo_Llorente_Tibás_SJ","07","Jardines de Tibás","district_Anselmo_Llorente_Tibás_SJ"
"neighborhood_Monterreal_Anselmo_Llorente_Tibás_SJ","08","Jardines La Trinidad","district_Anselmo_Llorente_Tibás_SJ"
"neighborhood_Palmeras_Anselmo_Llorente_Tibás_SJ","09","Monterreal","district_Anselmo_Llorente_Tibás_SJ"
"neighborhood_Talamanca_Anselmo_Llorente_Tibás_SJ","11","Santa Mónica","district_Anselmo_Llorente_Tibás_SJ"
"neighborhood_Vergel__Anselmo_Llorente_Tibás_SJ","12","Talamanca","district_Anselmo_Llorente_Tibás_SJ"
"neighborhood_Doña_Fabiola_Leon_Xiii_Tibás_SJ","01","LEÓN XIII CENTRO","district_Leon_Xiii_Tibás_SJ"
"neighborhood_Garabito__Leon_Xiii_Tibás_SJ","02","Doña Fabiola","district_Leon_Xiii_Tibás_SJ"
"neighborhood_Anselmo_Alvarado_Colima_Tibás_SJ","01","COLIMA centro","district_Colima_Tibás_SJ"
"neighborhood_Balsa_Colima_Tibás_SJ","02","Anselmo Alvarado","district_Colima_Tibás_SJ"
"neighborhood_Cuatro_Reinas_Colima_Tibás_SJ","03","Balsa","district_Colima_Tibás_SJ"
"neighborhood_Orquídeas_Colima_Tibás_SJ","04","Cuatro Reinas","district_Colima_Tibás_SJ"
"neighborhood_Rey_Colima_Tibás_SJ","05","Orquídeas","district_Colima_Tibás_SJ"
"neighborhood_San_Agustín__Colima_Tibás_SJ","06","Rey","district_Colima_Tibás_SJ"
"neighborhood_Alondra_San_Vicente_Moravia_SJ","01","SAN VICENTE centro","district_San_Vicente_Moravia_SJ"
"neighborhood_Americano_San_Vicente_Moravia_SJ","02","Alondra","district_San_Vicente_Moravia_SJ"
"neighborhood_Américas_San_Vicente_Moravia_SJ","03","Americano","district_San_Vicente_Moravia_SJ"
"neighborhood_Bajo_Isla_San_Vicente_Moravia_SJ","04","Américas","district_San_Vicente_Moravia_SJ"
"neighborhood_Bajo_Varelas_San_Vicente_Moravia_SJ","05","Bajo Isla","district_San_Vicente_Moravia_SJ"
"neighborhood_Barro_de_Olla_San_Vicente_Moravia_SJ","06","Bajo Varelas","district_San_Vicente_Moravia_SJ"
"neighborhood_Caragua_San_Vicente_Moravia_SJ","07","Barro de Olla","district_San_Vicente_Moravia_SJ"
"neighborhood_Carmen_San_Vicente_Moravia_SJ","08","Caragua","district_San_Vicente_Moravia_SJ"
"neighborhood_Colegios_San_Vicente_Moravia_SJ","09","Carmen","district_San_Vicente_Moravia_SJ"
"neighborhood_Colegios_Norte_San_Vicente_Moravia_SJ","10","Colegios","district_San_Vicente_Moravia_SJ"
"neighborhood_Chaves_San_Vicente_Moravia_SJ","11","Colegios Norte","district_San_Vicente_Moravia_SJ"
"neighborhood_El_Alto_(parte)_San_Vicente_Moravia_SJ","12","Chaves","district_San_Vicente_Moravia_SJ"
"neighborhood_Flor_San_Vicente_Moravia_SJ","13","El Alto (parte)","district_San_Vicente_Moravia_SJ"
"neighborhood_Florencia_San_Vicente_Moravia_SJ","14","Flor","district_San_Vicente_Moravia_SJ"
"neighborhood_Guaria_San_Vicente_Moravia_SJ","15","Florencia","district_San_Vicente_Moravia_SJ"
"neighborhood_Guaria_Oriental_San_Vicente_Moravia_SJ","16","Guaria","district_San_Vicente_Moravia_SJ"
"neighborhood_Isla_San_Vicente_Moravia_SJ","17","Guaria Oriental","district_San_Vicente_Moravia_SJ"
"neighborhood_Jardines_de_Moravia_San_Vicente_Moravia_SJ","18","Isla","district_San_Vicente_Moravia_SJ"
"neighborhood_La_Casa_San_Vicente_Moravia_SJ","19","Jardines de Moravia","district_San_Vicente_Moravia_SJ"
"neighborhood_Ladrillera_San_Vicente_Moravia_SJ","20","La Casa","district_San_Vicente_Moravia_SJ"
"neighborhood_Robles_San_Vicente_Moravia_SJ","21","Ladrillera","district_San_Vicente_Moravia_SJ"
"neighborhood_Romeral_San_Vicente_Moravia_SJ","22","Robles","district_San_Vicente_Moravia_SJ"
"neighborhood_Sagrado_Corazón_San_Vicente_Moravia_SJ","23","Romeral","district_San_Vicente_Moravia_SJ"
"neighborhood_San_Blas_San_Vicente_Moravia_SJ","24","Sagrado Corazón","district_San_Vicente_Moravia_SJ"
"neighborhood_San_Jorge_San_Vicente_Moravia_SJ","25","San Blas","district_San_Vicente_Moravia_SJ"
"neighborhood_San_Martín_San_Vicente_Moravia_SJ","26","San Jorge","district_San_Vicente_Moravia_SJ"
"neighborhood_San_Rafael_San_Vicente_Moravia_SJ","27","San Martín","district_San_Vicente_Moravia_SJ"
"neighborhood_Santo_Tomás_San_Vicente_Moravia_SJ","29","Santa Clara (parte)","district_San_Vicente_Moravia_SJ"
"neighborhood_Saprissa__San_Vicente_Moravia_SJ","30","Santo Tomás","district_San_Vicente_Moravia_SJ"
"neighborhood_Alto_Palma_(parte)_San_Jerónimo_Moravia_SJ","01","SAN JERÓNIMO centro","district_San_Jerónimo_Moravia_SJ"
"neighborhood_Platanares_San_Jerónimo_Moravia_SJ","02","Alto Palma (parte)","district_San_Jerónimo_Moravia_SJ"
"neighborhood_Tornillal_San_Jerónimo_Moravia_SJ","03","Platanares","district_San_Jerónimo_Moravia_SJ"
"neighborhood_Torre__San_Jerónimo_Moravia_SJ","04","Tornillal","district_San_Jerónimo_Moravia_SJ"
"neighborhood_Altos_de_Trinidad_La_Trinidad_Moravia_SJ","01","LA TRINIDAD centro (Guayabal)","district_La_Trinidad_Moravia_SJ"
"neighborhood_Cipreses_La_Trinidad_Moravia_SJ","02","Altos de Trinidad","district_La_Trinidad_Moravia_SJ"
"neighborhood_Colonia_La_Trinidad_Moravia_SJ","03","Cipreses","district_La_Trinidad_Moravia_SJ"
"neighborhood_Moral_La_Trinidad_Moravia_SJ","04","Colonia","district_La_Trinidad_Moravia_SJ"
"neighborhood_Níspero_La_Trinidad_Moravia_SJ","05","Moral","district_La_Trinidad_Moravia_SJ"
"neighborhood_Rosal_La_Trinidad_Moravia_SJ","06","Níspero","district_La_Trinidad_Moravia_SJ"
"neighborhood_Ruano_La_Trinidad_Moravia_SJ","07","Rosal","district_La_Trinidad_Moravia_SJ"
"neighborhood_Sitios_La_Trinidad_Moravia_SJ","08","Ruano","district_La_Trinidad_Moravia_SJ"
"neighborhood_Tanques_La_Trinidad_Moravia_SJ","09","Sitios","district_La_Trinidad_Moravia_SJ"
"neighborhood_Virilla__La_Trinidad_Moravia_SJ","10","Tanques","district_La_Trinidad_Moravia_SJ"
"neighborhood_Alhambra_San_Pedro_Montes_de_Oca_SJ","01","SAN PEDRO centro","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Azáleas_San_Pedro_Montes_de_Oca_SJ","02","Alhambra","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Carmiol_San_Pedro_Montes_de_Oca_SJ","03","Azáleas","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Cedral_San_Pedro_Montes_de_Oca_SJ","04","Carmiol","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Dent_(parte)_San_Pedro_Montes_de_Oca_SJ","05","Cedral","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Francisco_Peralta_(parte)_San_Pedro_Montes_de_Oca_SJ","06","Dent (parte)","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Fuentes_San_Pedro_Montes_de_Oca_SJ","07","Francisco Peralta (parte)","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Granja_San_Pedro_Montes_de_Oca_SJ","08","Fuentes","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Kezia_San_Pedro_Montes_de_Oca_SJ","09","Granja","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Lourdes_San_Pedro_Montes_de_Oca_SJ","10","Kezia","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Monterrey_San_Pedro_Montes_de_Oca_SJ","11","Lourdes","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Nadori_San_Pedro_Montes_de_Oca_SJ","12","Monterrey","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Oriente_San_Pedro_Montes_de_Oca_SJ","13","Nadori","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Pinto_San_Pedro_Montes_de_Oca_SJ","14","Oriente","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Prados_del_Este_San_Pedro_Montes_de_Oca_SJ","15","Pinto","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Roosevelt_San_Pedro_Montes_de_Oca_SJ","16","Prados del Este","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_San_Gerardo_(parte)_San_Pedro_Montes_de_Oca_SJ","17","Roosevelt","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Santa_Marta_San_Pedro_Montes_de_Oca_SJ","18","San Gerardo (parte)","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Saprissa_San_Pedro_Montes_de_Oca_SJ","19","Santa Marta","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Vargas_Araya_San_Pedro_Montes_de_Oca_SJ","20","Saprissa","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Yoses__San_Pedro_Montes_de_Oca_SJ","21","Vargas Araya","district_San_Pedro_Montes_de_Oca_SJ"
"neighborhood_Bloquera_Sabanilla_Montes_de_Oca_SJ","02","Arboleda","district_Sabanilla_Montes_de_Oca_SJ"
"neighborhood_Cedros_Sabanilla_Montes_de_Oca_SJ","03","Bloquera","district_Sabanilla_Montes_de_Oca_SJ"
"neighborhood_El_Cristo_(parte)_Sabanilla_Montes_de_Oca_SJ","04","Cedros","district_Sabanilla_Montes_de_Oca_SJ"
"neighborhood_Españolita_Sabanilla_Montes_de_Oca_SJ","05","El Cristo (parte)","district_Sabanilla_Montes_de_Oca_SJ"
"neighborhood_Luciana_Sabanilla_Montes_de_Oca_SJ","06","Españolita","district_Sabanilla_Montes_de_Oca_SJ"
"neighborhood_Marsella_Sabanilla_Montes_de_Oca_SJ","07","Luciana","district_Sabanilla_Montes_de_Oca_SJ"
"neighborhood_Maravilla_Sabanilla_Montes_de_Oca_SJ","08","Marsella","district_Sabanilla_Montes_de_Oca_SJ"
"neighborhood_Rodeo_Sabanilla_Montes_de_Oca_SJ","09","Maravilla","district_Sabanilla_Montes_de_Oca_SJ"
"neighborhood_Rosales_Sabanilla_Montes_de_Oca_SJ","10","Rodeo","district_Sabanilla_Montes_de_Oca_SJ"
"neighborhood_San_Marino__Sabanilla_Montes_de_Oca_SJ","11","Rosales","district_Sabanilla_Montes_de_Oca_SJ"
"neighborhood_Alma_Máter_Mercedes_Montes_de_Oca_SJ","01","BETANIA","district_Mercedes_Montes_de_Oca_SJ"
"neighborhood_Damiana_Mercedes_Montes_de_Oca_SJ","02","Alma Máter","district_Mercedes_Montes_de_Oca_SJ"
"neighborhood_Dent_(parte)_Mercedes_Montes_de_Oca_SJ","03","Damiana","district_Mercedes_Montes_de_Oca_SJ"
"neighborhood_Guaymí_Mercedes_Montes_de_Oca_SJ","04","Dent (parte)","district_Mercedes_Montes_de_Oca_SJ"
"neighborhood_Paso_Hondo_Mercedes_Montes_de_Oca_SJ","05","Guaymí","district_Mercedes_Montes_de_Oca_SJ"
"neighborhood_Paulina__Mercedes_Montes_de_Oca_SJ","06","Paso Hondo","district_Mercedes_Montes_de_Oca_SJ"
"neighborhood_Alameda_San_Rafael_Montes_de_Oca_SJ","01","SAN RAFAEL centro","district_San_Rafael_Montes_de_Oca_SJ"
"neighborhood_Andrómeda_San_Rafael_Montes_de_Oca_SJ","02","Alameda","district_San_Rafael_Montes_de_Oca_SJ"
"neighborhood_Begonia_San_Rafael_Montes_de_Oca_SJ","03","Andrómeda","district_San_Rafael_Montes_de_Oca_SJ"
"neighborhood_Cuesta_Grande_(parte)_San_Rafael_Montes_de_Oca_SJ","04","Begonia","district_San_Rafael_Montes_de_Oca_SJ"
"neighborhood_El_Cristo_(parte)_San_Rafael_Montes_de_Oca_SJ","05","Cuesta Grande (parte)","district_San_Rafael_Montes_de_Oca_SJ"
"neighborhood_Estéfana_(parte)_San_Rafael_Montes_de_Oca_SJ","06","El Cristo (parte)","district_San_Rafael_Montes_de_Oca_SJ"
"neighborhood_Europa_San_Rafael_Montes_de_Oca_SJ","07","Estéfana (parte)","district_San_Rafael_Montes_de_Oca_SJ"
"neighborhood_Liburgia_San_Rafael_Montes_de_Oca_SJ","08","Europa","district_San_Rafael_Montes_de_Oca_SJ"
"neighborhood_Mansiones_(parte)_San_Rafael_Montes_de_Oca_SJ","09","Liburgia","district_San_Rafael_Montes_de_Oca_SJ"
"neighborhood_Maruz_San_Rafael_Montes_de_Oca_SJ","10","Mansiones (parte)","district_San_Rafael_Montes_de_Oca_SJ"
"neighborhood_Salitrillos__San_Rafael_Montes_de_Oca_SJ","11","Maruz","district_San_Rafael_Montes_de_Oca_SJ"
"neighborhood_Alto_Poró_San_Pablo_Turrubares_SJ","01","SAN PABLO centro","district_San_Pablo_Turrubares_SJ"
"neighborhood_Bolsón_San_Pablo_Turrubares_SJ","02","Alto Poró","district_San_Pablo_Turrubares_SJ"
"neighborhood_Purires__San_Pablo_Turrubares_SJ","03","Bolsón","district_San_Pablo_Turrubares_SJ"
"neighborhood_Alto_Limón_San_Pedro_Turrubares_SJ","01","SAN PEDRO centro","district_San_Pedro_Turrubares_SJ"
"neighborhood_Florecilla_San_Pedro_Turrubares_SJ","02","Alto Limón","district_San_Pedro_Turrubares_SJ"
"neighborhood_Limón_San_Pedro_Turrubares_SJ","03","Florecilla","district_San_Pedro_Turrubares_SJ"
"neighborhood_Palmar_San_Pedro_Turrubares_SJ","04","Limón","district_San_Pedro_Turrubares_SJ"
"neighborhood_Pita_Villa_Colina__San_Pedro_Turrubares_SJ","05","Palmar","district_San_Pedro_Turrubares_SJ"
"neighborhood_Bajo_Laguna_San_Juan_De_Mata_Turrubares_SJ","01","SAN JUAN DE MATA centro (Llano Bonito)","district_San_Juan_De_Mata_Turrubares_SJ"
"neighborhood_El_Barro_San_Juan_De_Mata_Turrubares_SJ","02","Bajo Laguna","district_San_Juan_De_Mata_Turrubares_SJ"
"neighborhood_Molenillo_San_Juan_De_Mata_Turrubares_SJ","04","Molenillo","district_San_Juan_De_Mata_Turrubares_SJ"
"neighborhood_Paso_Agres_San_Juan_De_Mata_Turrubares_SJ","05","Paso Agres","district_San_Juan_De_Mata_Turrubares_SJ"
"neighborhood_Surtubal_San_Juan_De_Mata_Turrubares_SJ","06","Surtubal","district_San_Juan_De_Mata_Turrubares_SJ"
"neighborhood_Tronco_Negro__San_Juan_De_Mata_Turrubares_SJ","07","Tronco Negro","district_San_Juan_De_Mata_Turrubares_SJ"
"neighborhood_Pital_San_Luis_Turrubares_SJ","01","SAN LUIS centro","district_San_Luis_Turrubares_SJ"
"neighborhood_Potenciana_Arriba_San_Luis_Turrubares_SJ","02","Pital","district_San_Luis_Turrubares_SJ"
"neighborhood_Quebrada_Azul_San_Luis_Turrubares_SJ","03","Potenciana Arriba","district_San_Luis_Turrubares_SJ"
"neighborhood_San_Francisco_San_Luis_Turrubares_SJ","04","Quebrada Azul","district_San_Luis_Turrubares_SJ"
"neighborhood_San_Rafael__San_Luis_Turrubares_SJ","05","San Francisco","district_San_Luis_Turrubares_SJ"
"neighborhood_Alto_Espavel_Carara_Turrubares_SJ","01","BIJAGUAL","district_Carara_Turrubares_SJ"
"neighborhood_Angostura_(parte)_Carara_Turrubares_SJ","02","Alto Espavel","district_Carara_Turrubares_SJ"
"neighborhood_Bijagualito_Carara_Turrubares_SJ","03","Angostura (parte)","district_Carara_Turrubares_SJ"
"neighborhood_Bola_Carara_Turrubares_SJ","04","Bijagualito","district_Carara_Turrubares_SJ"
"neighborhood_Carara_Carara_Turrubares_SJ","05","Bola","district_Carara_Turrubares_SJ"
"neighborhood_Cima_Carara_Turrubares_SJ","06","Carara","district_Carara_Turrubares_SJ"
"neighborhood_Delicias_Carara_Turrubares_SJ","07","Cima","district_Carara_Turrubares_SJ"
"neighborhood_El_Sur_Carara_Turrubares_SJ","08","Delicias","district_Carara_Turrubares_SJ"
"neighborhood_Esperanza_Carara_Turrubares_SJ","09","El Sur","district_Carara_Turrubares_SJ"
"neighborhood_Fila_Negra_Carara_Turrubares_SJ","10","Esperanza","district_Carara_Turrubares_SJ"
"neighborhood_Galán_Carara_Turrubares_SJ","11","Fila Negra","district_Carara_Turrubares_SJ"
"neighborhood_La_Trampa_Carara_Turrubares_SJ","12","Galán","district_Carara_Turrubares_SJ"
"neighborhood_Lajas_Carara_Turrubares_SJ","13","La Trampa","district_Carara_Turrubares_SJ"
"neighborhood_Mata_de_Platano_Carara_Turrubares_SJ","14","Lajas","district_Carara_Turrubares_SJ"
"neighborhood_Montelimar_Carara_Turrubares_SJ","15","Mata de Platano","district_Carara_Turrubares_SJ"
"neighborhood_Pacayal_Carara_Turrubares_SJ","16","Montelimar","district_Carara_Turrubares_SJ"
"neighborhood_Pavona_Carara_Turrubares_SJ","17","Pacayal","district_Carara_Turrubares_SJ"
"neighborhood_Quina_Carara_Turrubares_SJ","18","Pavona","district_Carara_Turrubares_SJ"
"neighborhood_Río_Negro_Carara_Turrubares_SJ","19","Quina","district_Carara_Turrubares_SJ"
"neighborhood_Río_Seco_Carara_Turrubares_SJ","20","Río Negro","district_Carara_Turrubares_SJ"
"neighborhood_San_Francísco_Carara_Turrubares_SJ","21","Río Seco","district_Carara_Turrubares_SJ"
"neighborhood_San_Gabriel_Carara_Turrubares_SJ","22","San Francisco","district_Carara_Turrubares_SJ"
"neighborhood_San_Isidro_Carara_Turrubares_SJ","23","San Gabriel","district_Carara_Turrubares_SJ"
"neighborhood_San_Jerónimo_Carara_Turrubares_SJ","24","San Isidro","district_Carara_Turrubares_SJ"
"neighborhood_Tulín__Carara_Turrubares_SJ","25","San Jerónimo","district_Carara_Turrubares_SJ"
"neighborhood_Bandera_Santa_María_Dota_SJ","01","SANTA MARÍA centro","district_Santa_María_Dota_SJ"
"neighborhood_Higueronal_Santa_María_Dota_SJ","02","Bandera","district_Santa_María_Dota_SJ"
"neighborhood_Llano_Santa_María_Dota_SJ","03","Higueronal","district_Santa_María_Dota_SJ"
"neighborhood_San_Rafael__Santa_María_Dota_SJ","05","Nubes","district_Santa_María_Dota_SJ"
"neighborhood_Botella_Santa_María_Dota_SJ","06","San Rafael","district_Santa_María_Dota_SJ"
"neighborhood_Cedral_Santa_María_Dota_SJ","07","Botella","district_Santa_María_Dota_SJ"
"neighborhood_Guaria_Santa_María_Dota_SJ","08","Cedral","district_Santa_María_Dota_SJ"
"neighborhood_Naranjo_Santa_María_Dota_SJ","09","Guaria","district_Santa_María_Dota_SJ"
"neighborhood_Quebrada_Grande_(parte)_Santa_María_Dota_SJ","10","Naranjo","district_Santa_María_Dota_SJ"
"neighborhood_Reyes_Santa_María_Dota_SJ","11","Quebrada Grande (parte)","district_Santa_María_Dota_SJ"
"neighborhood_San_Joaquín_Santa_María_Dota_SJ","12","Reyes","district_Santa_María_Dota_SJ"
"neighborhood_San_Lucas_Santa_María_Dota_SJ","13","San Joaquín","district_Santa_María_Dota_SJ"
"neighborhood_Sukia_Santa_María_Dota_SJ","14","San Lucas","district_Santa_María_Dota_SJ"
"neighborhood_Vapor__Santa_María_Dota_SJ","15","Sukia","district_Santa_María_Dota_SJ"
"neighborhood_Cabeceras_de_Tarrazú_Jardín_Dota_SJ","01","JARDÍN centro","district_Jardín_Dota_SJ"
"neighborhood_Chonta_(parte)_Jardín_Dota_SJ","02","Cabeceras de Tarrazú","district_Jardín_Dota_SJ"
"neighborhood_Quebradillas__Jardín_Dota_SJ","03","Chonta (parte)","district_Jardín_Dota_SJ"
"neighborhood_Bernardo_Ureña__Copey_Dota_SJ","01","COPEY centro","district_Copey_Dota_SJ"
"neighborhood_Alto_Cañazo_Copey_Dota_SJ","02","Bernardo Ureña","district_Copey_Dota_SJ"
"neighborhood_Alto_indio_Copey_Dota_SJ","03","Alto Cañazo","district_Copey_Dota_SJ"
"neighborhood_Alto_Miramar_Copey_Dota_SJ","04","Alto indio","district_Copey_Dota_SJ"
"neighborhood_Cañón_(parte)_Copey_Dota_SJ","05","Alto Miramar","district_Copey_Dota_SJ"
"neighborhood_Cima_Copey_Dota_SJ","06","Cañón (parte)","district_Copey_Dota_SJ"
"neighborhood_Cruce_Chinchilla_Copey_Dota_SJ","07","Cima","district_Copey_Dota_SJ"
"neighborhood_Florida_Copey_Dota_SJ","08","Cruce Chinchilla","district_Copey_Dota_SJ"
"neighborhood_Garrafa_Copey_Dota_SJ","09","Florida","district_Copey_Dota_SJ"
"neighborhood_Jaboncillo_Copey_Dota_SJ","10","Garrafa","district_Copey_Dota_SJ"
"neighborhood_Madreselva_Copey_Dota_SJ","11","Jaboncillo","district_Copey_Dota_SJ"
"neighborhood_Ojo_de_Agua_(parte)_Copey_Dota_SJ","12","Madreselva","district_Copey_Dota_SJ"
"neighborhood_Paso_Macho_(parte)_Copey_Dota_SJ","13","Ojo de Agua (parte)","district_Copey_Dota_SJ"
"neighborhood_Pedregoso_Copey_Dota_SJ","14","Paso Macho (parte)","district_Copey_Dota_SJ"
"neighborhood_Providencia_Copey_Dota_SJ","15","Pedregoso","district_Copey_Dota_SJ"
"neighborhood_Quebrada_Grande_(parte)_Copey_Dota_SJ","16","Providencia","district_Copey_Dota_SJ"
"neighborhood_Quebrador_Copey_Dota_SJ","17","Quebrada Grande (parte)","district_Copey_Dota_SJ"
"neighborhood_Río_Blanco_Copey_Dota_SJ","18","Quebrador","district_Copey_Dota_SJ"
"neighborhood_Salsipuedes_(parte)_Copey_Dota_SJ","19","Río Blanco","district_Copey_Dota_SJ"
"neighborhood_San_Carlos_Copey_Dota_SJ","20","Salsipuedes (parte)","district_Copey_Dota_SJ"
"neighborhood_San_Gerardo_Copey_Dota_SJ","21","San Carlos","district_Copey_Dota_SJ"
"neighborhood_Trinidad_Copey_Dota_SJ","22","San Gerardo","district_Copey_Dota_SJ"
"neighborhood_Vueltas__Copey_Dota_SJ","23","Trinidad","district_Copey_Dota_SJ"
"neighborhood_Aromático_Curridabat_Curridabat_SJ","02","Ahogados (parte)","district_Curridabat_Curridabat_SJ"
"neighborhood_Cipreses_Curridabat_Curridabat_SJ","03","Aromático","district_Curridabat_Curridabat_SJ"
"neighborhood_Chapultepec_Curridabat_Curridabat_SJ","04","Cipreses","district_Curridabat_Curridabat_SJ"
"neighborhood_Dorados_Curridabat_Curridabat_SJ","05","Chapultepec","district_Curridabat_Curridabat_SJ"
"neighborhood_Guayabos_Curridabat_Curridabat_SJ","06","Dorados","district_Curridabat_Curridabat_SJ"
"neighborhood_Hacienda_Vieja_Curridabat_Curridabat_SJ","07","Guayabos","district_Curridabat_Curridabat_SJ"
"neighborhood_Hogar_Curridabat_Curridabat_SJ","08","Hacienda Vieja","district_Curridabat_Curridabat_SJ"
"neighborhood_José_María_Zeledón_Curridabat_Curridabat_SJ","09","Hogar","district_Curridabat_Curridabat_SJ"
"neighborhood_Laguna_Curridabat_Curridabat_SJ","10","José María Zeledón","district_Curridabat_Curridabat_SJ"
"neighborhood_La_Lía_Curridabat_Curridabat_SJ","11","Laguna","district_Curridabat_Curridabat_SJ"
"neighborhood_Mallorca_Curridabat_Curridabat_SJ","12","La Lía","district_Curridabat_Curridabat_SJ"
"neighborhood_María_Auxiliadora_Curridabat_Curridabat_SJ","13","Mallorca","district_Curridabat_Curridabat_SJ"
"neighborhood_Miramontes_Curridabat_Curridabat_SJ","14","María Auxiliadora","district_Curridabat_Curridabat_SJ"
"neighborhood_Nopalera_Curridabat_Curridabat_SJ","15","Miramontes","district_Curridabat_Curridabat_SJ"
"neighborhood_Plaza_del_Sol_Curridabat_Curridabat_SJ","16","Nopalera","district_Curridabat_Curridabat_SJ"
